author,geos
Patrice Seebold,"['48.851906,2.340105', '49.87584,2.26446', '49.87584,2.26446']"
Roland Delmaire,"['48.851304,2.340246', '50.6314,3.07497']"
Patrick Feve,"['48.8468,2.34488', '47.2097,-1.55587', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712']"
Cathy Staedel,"['0,0', '49.18884,-0.36382']"
Jean-Marc Bonnisseau,"['0,0', '48.8468,2.34488']"
Herve Martin,"['48.851304,2.340246', '45.77056,3.08791', '48.12064,-1.70333', '48.12064,-1.70333', '45.77056,3.08791', '45.77056,3.08791']"
Annick Batteur,"['49.18884,-0.36382', '49.18884,-0.36382', '49.18884,-0.36382', '49.18884,-0.36382']"
Jean-Pierre Delaboudiniere,"['0,0', '48.851304,2.340246']"
Jean-Claude Faugeres,"['0,0', '44.809966,-0.596578']"
Anne-Marie Costalat-Founeau,"['43.57954,1.40235', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924', '43.63279,3.86924']"
Jacques Verger,"['48.851304,2.340246', '48.95793,2.34071', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Genevieve Champeau,"['0,0', '44.8015,-0.615058']"
Pierre Lucien Lamant,"['0,0', '48.8274,2.37608']"
Andre de Palma,"['47.31274,5.06637', '49.03889,2.07415', '49.03889,2.07415', '49.03889,2.07415', '49.03889,2.07415', '49.03889,2.07415', '49.03889,2.07415', '49.03889,2.07415', '49.03889,2.07415', '49.03889,2.07415']"
Santo Martinuzzi,"['0,0', '43.2935,5.35781']"
Guy Carrault,"['0,0', '48.11585,-1.67298']"
Emmanuel Paul,"['0,0', '43.56287,1.46597']"
Gerard Gewinner,"['0,0', '47.7323,7.31485']"
Jean-Pierre Sanchez,"['43.57954,1.40235', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333']"
Emmanuel Ledoux,"['0,0', '48.7132,2.19972']"
Francois Gallix,"['0,0', '48.851304,2.340246']"
Frederique Remy,"['0,0', '43.56287,1.46597']"
Brigitte Gaiti,"['48.8468,2.34488', '48.57872,7.76465', '48.57872,7.76465', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Christophe Donnet,"['45.77962,4.86518', '45.78299,4.76927']"
Monique Bourin,"['0,0', '48.8468,2.34488']"
Laurent Ottavi,"['48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333']"
Gerard Dedeyan,"['0,0', '43.63279,3.86924']"
Andre Antibi,"['43.56287,1.46597', '43.56287,1.46597']"
Annie Rouard,"['0,0', '45.77962,4.86518']"
Claude Jard,"['0,0', '48.11585,-1.67298', '48.11585,-1.67298']"
Bernard Vareille,"['0,0', '45.8263,1.25917']"
Lionel Marce,"['0,0', '48.39803,-4.5077']"
Olivier Laffenetre,"['44.809966,-0.596578', '44.809966,-0.596578']"
Charles Antoine Dedryver,"['48.70997,2.1531', '47.38376,0.67367']"
Catherine Delarue,"['43.61583,3.87203', '49.4583,1.06895', '49.4583,1.06895']"
Rene Erre,"['0,0', '47.85065,1.93397', '47.85065,1.93397']"
Pierre Faivre,"['48.6962,6.17634', '45.56676,5.9175']"
Jean-Louis Guenet,"['0,0', '48.851906,2.340105']"
Alain Drouet,"['49.18884,-0.36382', '48.6962,6.17634']"
Michel Trehel,"['0,0', '47.2408,6.02265']"
Jean-Marie Privat,"['48.851906,2.340105', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Amedeo Napoli,"['0,0', '48.6962,6.17634']"
Agnes Benassy-Quere,"['0,0', '50.6314,3.07497']"
Lotfi Lakhal,"['0,0', '45.77056,3.08791']"
Monique Zollinger,"['0,0', '47.38376,0.67367']"
Jean-Paul Azam,"['0,0', '45.77056,3.08791', '45.77056,3.08791']"
Benoit Vallet,"['50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497']"
Mohamed Lazhar Haji,"['0,0', '48.11585,-1.67298']"
Bruno Sire,"['0,0', '43.60656,1.43712', '43.60656,1.43712']"
Fernand Boeri,"['0,0', '43.71693,7.26664']"
Dominique Damamme,"['0,0', '48.85464,2.33785']"
Jacqueline Cherfils,"['0,0', '48.851304,2.340246']"
Denis Malvy,"['0,0', '44.809966,-0.596578']"
Paul Didier,"['0,0', '48.8468,2.34488', '48.8468,2.34488']"
Thierry Pozzo,"['48.851304,2.340246', '48.70997,2.1531']"
Marinette Revenu,"['0,0', '49.18884,-0.36382']"
Robert Meriaudeau,"['0,0', '45.747027,4.860547']"
Michel Perault,"['0,0', '48.851906,2.340105']"
Frederic Aniel,"['0,0', '48.70997,2.1531']"
Jacques Camonis,"['0,0', '48.70997,2.1531']"
Sylvain Menant,"['0,0', '48.851304,2.340246']"
Christian Carpene,"['0,0', '44.809966,-0.596578']"
Alix Gicquel,"['0,0', '48.70997,2.1531', '48.70997,2.1531']"
Raymond Ramousse,"['45.77962,4.86518', '45.77962,4.86518']"
Robert Faure,"['0,0', '43.2935,5.35781']"
Gerard Lina,"['45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Regine Jeanningros,"['0,0', '43.2935,5.35781']"
Gerard Manier,"['0,0', '44.809966,-0.596578']"
Bruno Gonzalez,"['0,0', '49.4583,1.06895', '49.4583,1.06895']"
Jean Beytout,"['0,0', '45.77056,3.08791']"
Antoine Gremare,"['48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Thierry Bernard,"['48.851304,2.340246', '48.70997,2.1531']"
Jean-Luc Mayaud,"['0,0', '45.7492,4.83714']"
Francoise Burel,"['0,0', '48.11585,-1.67298', '48.11585,-1.67298']"
MARIE-CHRISTIANE BRAHIMI HORN,"['0,0', '48.851304,2.340246']"
Maurice Laville,"['0,0', '45.77962,4.86518']"
Jean-Christophe Chazel,"['43.63279,3.86924', '43.61583,3.87203', '43.61583,3.87203']"
Christiane Chauvire,"['48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Patrice Diot,"['47.38376,0.67367', '47.38376,0.67367', '47.38376,0.67367']"
Jeanne Favret-Saada,"['0,0', '48.90245,2.21238']"
Philippe Kourilsky,"['0,0', '48.851304,2.340246']"
Patrice Enjalbert,"['0,0', '49.18884,-0.36382']"
Claudine Noguera,"['0,0', '48.70997,2.1531']"
Marc El-Beze,"['0,0', '43.95005,4.81789']"
Jeanne Devoize,"['48.8489,2.34313', '47.478,-0.548273']"
Jean-Francois Delfraissy,"['0,0', '48.851304,2.340246']"
Jean-Marc Lancelin,"['0,0', '45.77962,4.86518']"
Michel Simonin,"['0,0', '47.38376,0.67367']"
Jean-Francois Narbonne,"['0,0', '44.809966,-0.596578']"
Thierry Besson,"['43.2935,5.35781', '47.2097,-1.55587']"
Jacques Catalin,"['0,0', '43.2935,5.35781']"
Raymonde Carasco,"['0,0', '43.57954,1.40235']"
Alain Fournier,"['0,0', '48.6962,6.17634']"
Pierre Peronneau,"['0,0', '48.70997,2.1531']"
Severine Samson,"['0,0', '50.6314,3.07497']"
Pierre Montmitonnet,"['0,0', '48.7132,2.19972']"
Alain Filloux,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Jean-Francois Solnon,"['48.90245,2.21238', '47.2408,6.02265']"
Agnes Delahaye-Vidal,"['0,0', '49.87584,2.26446']"
Jacqueline Collin,"['0,0', '48.70997,2.1531']"
GERARD LONDON,"['0,0', '48.851304,2.340246']"
Pascal Girard,"['45.77962,4.86518', '45.77962,4.86518']"
Bernard Maurey,"['0,0', '48.6962,6.17634']"
Patrick Point,"['0,0', '44.809966,-0.596578']"
Dominique Cros,"['45.8263,1.25917', '45.8263,1.25917', '45.8263,1.25917']"
Jean-Pierre Flandrois,"['0,0', '45.77962,4.86518']"
Jean-Francois Ferard,"['48.6962,6.17634', '48.6962,6.17634']"
Pierre Souyri,"['48.8274,2.37608', '48.8274,2.37608', '48.8274,2.37608', '48.8274,2.37608']"
Maxime Gautier,"['0,0', '47.2097,-1.55587']"
Jean-Baptiste Michel,"['48.70997,2.1531', '48.851906,2.340105', '48.851304,2.340246', '48.851304,2.340246', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Bruno Lapeyre,"['45.77962,4.86518', '43.61583,3.87203', '43.61583,3.87203', '43.61583,3.87203']"
Herve Casabianca,"['45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Maurice Quenet,"['0,0', '48.11585,-1.67298']"
Roland Pourtier,"['0,0', '48.8468,2.34488']"
Josiane Courtois,"['0,0', '49.87584,2.26446']"
Jean Delabroy,"['0,0', '48.851906,2.340105']"
Charles Le Coeur,"['48.8468,2.34488', '48.946,2.36213', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Simone Courteix,"['0,0', '48.8468,2.34488']"
Jean-Marc L'Hermite,"['0,0', '43.56287,1.46597']"
Yves Gruel,"['0,0', '47.38376,0.67367']"
Jacques Hemet,"['0,0', '49.4583,1.06895']"
Marc Richir,"['50.6314,3.07497', '48.851906,2.340105', '48.851906,2.340105']"
Andre Grimaud,"['0,0', '43.60656,1.43712']"
Marc Neveu,"['0,0', '47.31274,5.06637']"
Fabienne Berthier,"['0,0', '48.70997,2.1531']"
Francois Cornet,"['43.56287,1.46597', '49.3852,1.06839']"
Jean-Pierre Lebreton,"['0,0', '49.4583,1.06895']"
Pierre Granier,"['47.38376,0.67367', '43.2935,5.35781', '43.2935,5.35781']"
Sylvie Derenne,"['48.851304,2.340246', '48.851906,2.340105', '48.851304,2.340246', '48.851906,2.340105', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Christiane Alba-Simionesco,"['0,0', '48.70997,2.1531']"
Lucy Moser-Jauslin,"['0,0', '47.31274,5.06637']"
Bernard Labatut,"['43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712']"
Daniel Mellier,"['48.851906,2.340105', '49.4583,1.06895', '49.4583,1.06895', '49.4583,1.06895', '49.4583,1.06895', '49.4583,1.06895', '49.4583,1.06895']"
Antoine Flahault,"['48.851906,2.340105', '44.809966,-0.596578', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Jean Decety,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Gaetan Hains,"['0,0', '47.85065,1.93397']"
Jean-Yves Mollier,"['48.8468,2.34488', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159', '48.79959,2.14159']"
Timothy Druitt,"['0,0', '45.77056,3.08791']"
Michel Fontugne,"['0,0', '48.70997,2.1531']"
Didier Delignieres,"['0,0', '43.61583,3.87203']"
Jean-Charles Deybach,"['0,0', '48.851304,2.340246']"
PHILIPPE GAIDA,"['0,0', '44.809966,-0.596578']"
Simone Mathoulin-Pelissier,"['44.809966,-0.596578', '44.809966,-0.596578', '44.809966,-0.596578']"
Genevieve Almouzni,"['0,0', '48.851304,2.340246']"
Jean-Pierre Mourey,"['0,0', '45.42472,4.39264', '45.42472,4.39264', '45.42472,4.39264', '45.42472,4.39264', '45.42472,4.39264', '45.42472,4.39264', '45.42472,4.39264']"
Claudette Fillard,"['48.851304,2.340246', '45.7492,4.83714', '45.7492,4.83714']"
Marie-Alix Duval,"['48.851906,2.340105', '48.70997,2.1531']"
Vincent Meunier,"['48.0148,0.159251', '44.809966,-0.596578']"
Isabelle Huault,"['45.747027,4.860547', '48.85464,2.33785', '48.85464,2.33785', '48.78852,2.4437', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.8468,2.34488', '48.8468,2.34488', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785']"
Michel Bazex,"['0,0', '48.90245,2.21238']"
Marc Lazar,"['0,0', '48.90245,2.21238']"
Jean Bourhis,"['48.851906,2.340105', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Alain Van Wormhoudt,"['0,0', '48.39803,-4.5077']"
Alain Pelisson,"['0,0', '48.79959,2.14159']"
Patrick Besson,"['45.7492,4.83714', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785']"
JEAN CLAUDE LEBENSJJEJN,"['0,0', '48.8468,2.34488']"
Jean Kaplan,"['0,0', '48.851906,2.340105']"
Eric Pottier,"['0,0', '47.2097,-1.55587']"
Gerard Lafay,"['0,0', '48.8468,2.34488']"
Muriel Duflos,"['0,0', '47.2097,-1.55587']"
Pierre Meyrand,"['0,0', '44.809966,-0.596578']"
Raymond Kuntzmann,"['0,0', '48.57872,7.76465']"
Jean-Michel Robert,"['47.2097,-1.55587', '47.2097,-1.55587']"
Patrick Jouin,"['48.6962,6.17634', '43.61583,3.87203']"
Catherine Marraud,"['0,0', '48.6962,6.17634', '48.6962,6.17634']"
Alain Rouault,"['48.70997,2.1531', '48.70997,2.1531', '48.79959,2.14159']"
Francois Morain,"['0,0', '48.71317,2.21022', '48.71317,2.21022']"
Dominique Gouyou-Beauchamps,"['0,0', '48.70997,2.1531']"
Jean-Marie Cormier,"['47.478,-0.548273', '47.85065,1.93397']"
Pierre Chanseau,"['44.809966,-0.596578', '44.809966,-0.596578']"
Daniele Fournier,"['0,0', '48.851304,2.340246']"
Marie-Germaine Bousser,"['0,0', '48.851304,2.340246']"
THERESE JAY,"['0,0', '48.70997,2.1531']"
Boas Erez,"['0,0', '44.809966,-0.596578', '44.809966,-0.596578']"
Michele Hecquet,"['48.851906,2.340105', '50.6314,3.07497']"
Jean-Luc Martinot,"['0,0', '48.851304,2.340246', '48.851304,2.340246']"
Daniel Goyeau,"['0,0', '46.58596,0.34601']"
Pascal Mollier,"['43.71693,7.26664', '47.2408,6.02265', '47.2408,6.02265']"
HAROLD MERLE,"['47.2097,-1.55587', '43.61583,3.87203']"
Anne Caignard,"['47.31274,5.06637', '48.851906,2.340105', '48.851304,2.340246', '48.851906,2.340105', '48.851906,2.340105', '48.70997,2.1531', '48.70997,2.1531']"
Laurent Meunier,"['0,0', '43.61583,3.87203']"
Francois Toutain,"['48.11585,-1.67298', '48.6962,6.17634']"
Jean-Noel Tourenq,"['0,0', '43.56287,1.46597']"
Arnaud Bondon,"['0,0', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298']"
Daniel Olive,"['43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Suzanne Pinson,"['0,0', '48.85464,2.33785']"
Pierre Dupont,"['48.7132,2.19972', '45.7492,4.83714', '45.7492,4.83714']"
Germain Trugnan,"['0,0', '48.851304,2.340246']"
Yves Mathieu,"['43.2935,5.35781', '43.2935,5.35781', '48.7132,2.19972']"
Alain Brun,"['0,0', '48.70997,2.1531']"
Joel Le Duff,"['0,0', '48.70997,2.1531']"
Aimee Bleikasten,"['48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Elisabeth Giacobino,"['0,0', '48.851304,2.340246', '48.851304,2.340246']"
Martine de Gaudemar,"['0,0', '48.57872,7.76465']"
Eric Campo,"['0,0', '43.56287,1.46597']"
Francois Boespflug,"['48.6962,6.17634', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Robert Perichon,"['0,0', '48.39803,-4.5077', '48.39803,-4.5077']"
Thierry Paul,"['43.2935,5.35781', '48.85464,2.33785', '48.851304,2.340246']"
Paul Pettre,"['0,0', '43.56287,1.46597']"
Jean-Paul Calvez,"['0,0', '47.2097,-1.55587']"
Martin O'Connor,"['0,0', '48.79959,2.14159']"
Robert Jaffard,"['0,0', '44.809966,-0.596578']"
Bertrand Berche,"['0,0', '48.6962,6.17634']"
Michel Branchard,"['0,0', '48.39803,-4.5077']"
Henri Petitdemange,"['0,0', '48.6962,6.17634']"
Alain Colin de verdiere,"['0,0', '48.39803,-4.5077']"
Eric Michaud,"['45.77962,4.86518', '48.57872,7.76465', '48.85464,2.33785']"
Francois Tison,"['44.809966,-0.596578', '44.809966,-0.596578', '44.809966,-0.596578', '44.809966,-0.596578']"
Jonathan Grainger,"['48.851906,2.340105', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Boghos Joulakian,"['45.77962,4.86518', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Jean-Marie Frachisse,"['0,0', '48.851304,2.340246']"
Jean-Michel Andrieu,"['43.61583,3.87203', '43.61583,3.87203']"
Andre Terrisse,"['0,0', '43.56287,1.46597', '43.56287,1.46597']"
Pierre Clement,"['45.7492,4.83714', '48.946,2.36213', '48.946,2.36213', '45.77962,4.86518', '45.77962,4.86518']"
Claude Miollan,"['0,0', '43.71693,7.26664', '43.71693,7.26664']"
Donald Geman,"['0,0', '48.71317,2.21022', '48.79959,2.14159']"
Philippe Delanoe,"['0,0', '43.71693,7.26664']"
Eric Wattel,"['0,0', '48.851906,2.340105']"
Laurence Zitvogel,"['48.851906,2.340105']"
Jean-Yves Lesueur,"['0,0', '45.7492,4.83714']"
Jean-Claude Lazzaroni,"['45.77962,4.86518']"
Jean-Francois Pauwels,"['0,0', '50.6314,3.07497']"
Pierre Lunel,"['0,0', '48.946,2.36213', '48.946,2.36213']"
Roger Karess,"['0,0', '48.70997,2.1531']"
Frederic Vargas,"['44.809966,-0.596578', '44.809966,-0.596578']"
Jean-Louis Pariente,"['44.809966,-0.596578', '44.809966,-0.596578']"
Jacques Mugnier,"['45.77962,4.86518', '45.77962,4.86518']"
Bernard Ramanantsoa,"['48.85464,2.33785', '48.90245,2.21238']"
Francoise Heymans,"['0,0', '48.851906,2.340105']"
Michel Renouard,"['48.851304,2.340246', '48.12064,-1.70333', '48.12064,-1.70333']"
Jean-Francois Peyron,"['43.71693,7.26664', '43.71693,7.26664', '43.71693,7.26664', '43.71693,7.26664', '43.71693,7.26664']"
Guy Muller,"['48.6962,6.17634', '49.4583,1.06895']"
Paul Benoit,"['48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Herve Le Nabasque,"['48.11585,-1.67298', '48.90245,2.21238', '48.90245,2.21238', '48.8468,2.34488']"
Jocelyne Caboche,"['0,0', '48.851304,2.340246']"
Marie Dutreix,"['48.70997,2.1531', '48.851906,2.340105', '48.70997,2.1531', '48.70997,2.1531']"
Jean Chuquet,"['0,0', '46.58596,0.34601']"
Guy Barles,"['48.85464,2.33785', '47.38376,0.67367', '47.38376,0.67367']"
Lydie Suty,"['0,0', '47.31274,5.06637']"
Andre Not,"['43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Alain Pumir,"['48.851304,2.340246', '43.71693,7.26664', '45.7337,4.83376', '48.57872,7.76465']"
Mireille Claustres,"['0,0', '43.61583,3.87203']"
Michel Chabin,"['0,0', '47.85065,1.93397']"
Jean-Louis Martin,"['43.56287,1.46597', '43.61583,3.87203', '43.61583,3.87203', '48.71317,2.21022']"
Michel Bret,"['0,0', '48.946,2.36213']"
Claire Bazin,"['48.8489,2.34313', '48.90245,2.21238', '48.90245,2.21238', '48.90245,2.21238', '48.90245,2.21238']"
Bernard Fauconneau,"['0,0', '46.58596,0.34601']"
Patrick Giraudoux,"['0,0', '47.2408,6.02265']"
Ronald Barbaras,"['0,0', '43.56287,1.46597']"
Jean-Pierre Centi,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Alain Westphal,"['48.57872,7.76465', '48.6962,6.17634', '48.6962,6.17634']"
Denis Ablitzer,"['0,0', '48.6962,6.17634']"
Dominique Fabiani,"['0,0', '43.71693,7.26664']"
Yves Leroy,"['0,0', '48.851304,2.340246']"
Olivier Blin,"['43.60656,1.43712', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '43.60656,1.43712']"
Brahim Sarh,"['48.851304,2.340246', '47.85065,1.93397']"
Ngi Suor Gnep,"['0,0', '46.58596,0.34601']"
Ivan Lavallee,"['0,0', '48.946,2.36213']"
Dominique Beyer,"['48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Pierre-Marie Curet,"['0,0', '44.809966,-0.596578']"
Pascal Le Corre,"['48.11585,-1.67298', '48.11585,-1.67298']"
Jean-Paul Dufour,"['47.31274,5.06637', '43.61583,3.87203']"
Yves Demay,"['0,0', '43.71693,7.26664']"
FRANCOIS MOREAU,"['48.851304,2.340246', '44.809966,-0.596578']"
Philippe Janvier,"['0,0', '48.84202,2.35616']"
JOSEPH RONSIN,"['0,0', '48.1216,-1.63297']"
Henri Lamarque,"['48.851304,2.340246', '43.57954,1.40235', '43.57954,1.40235']"
Pascale Cossart,"['0,0', '48.851906,2.340105']"
Philippe Schmitt,"['48.6962,6.17634']"
Pierre Carrega,"['0,0', '43.71693,7.26664']"
Christian Rumelhard,"['0,0', '48.6962,6.17634']"
Dominique Bureau,"['48.8468,2.34488', '49.18884,-0.36382', '49.18884,-0.36382', '49.18884,-0.36382', '49.18884,-0.36382', '48.8468,2.34488', '48.70997,2.1531']"
Micheline Hotyat,"['0,0', '48.851304,2.340246']"
Jean-Claude Rayez,"['0,0', '44.809966,-0.596578']"
Jacques Leblond,"['45.77962,4.86518', '48.851304,2.340246', '48.851304,2.340246']"
Christian Cognard,"['0,0', '46.58596,0.34601']"
Yan Cherel,"['0,0', '47.2097,-1.55587']"
Luciano Moscoso,"['0,0', '48.851906,2.340105']"
Marie-Claire Zimmermann,"['0,0', '48.851304,2.340246']"
Elizabeth Deniaux,"['48.8468,2.34488', '48.90245,2.21238', '48.90245,2.21238']"
Michel Jolivet,"['48.851906,2.340105', '45.77962,4.86518']"
Mireille Lippmann-Provansal,"['43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781']"
Benjamin Steck,"['0,0', '49.49647,0.12896']"
Catherine Baumont,"['0,0', '47.31274,5.06637']"
Roselyne Rousseaux-Prevost,"['0,0', '50.6314,3.07497']"
Jean-Charles Le Huec,"['0,0', '44.809966,-0.596578']"
Philippe Nelidoff,"['43.60656,1.43712', '50.6314,3.07497', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712']"
Jean-Marc Brillouet,"['0,0', '-20.9019,55.4843']"
Pierre Frantz,"['48.8489,2.34313', '48.90245,2.21238', '48.90245,2.21238', '48.90245,2.21238', '48.851304,2.340246']"
Marc Bonnet,"['48.8468,2.34488', '45.7492,4.83714', '45.7492,4.83714', '45.7492,4.83714', '45.7492,4.83714', '45.747027,4.860547', '45.747027,4.860547', '45.747027,4.860547', '45.747027,4.860547']"
France-Marie Renard-Casevitz,"['0,0', '48.90245,2.21238', '48.90245,2.21238']"
Dominique Thomas,"['48.70997,2.1531', '48.851304,2.340246', '48.6962,6.17634', '48.70997,2.1531']"
Jean-Michel Desvois,"['0,0', '44.8015,-0.615058']"
Catherine Clementin-Ojha,"['0,0', '48.90245,2.21238']"
Robert Roudet,"['43.2935,5.35781', '43.2935,5.35781', '45.747027,4.860547', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Michel Rerat,"['0,0', '43.31372,-0.36509']"
Philippe Papet,"['48.851304,2.340246', '43.61583,3.87203', '43.61583,3.87203', '43.61583,3.87203']"
Jacquy Chemouni,"['48.851906,2.340105', '49.18884,-0.36382']"
Fabrice Vallee,"['0,0', '48.70997,2.1531']"
Christian Leonard,"['48.70997,2.1531', '48.90245,2.21238']"
Michel Tod,"['48.70997,2.1531', '48.851906,2.340105', '48.851906,2.340105', '45.77962,4.86518', '45.77962,4.86518']"
Jacques Catteau,"['0,0', '48.851304,2.340246']"
