"Nom","Universite1","Universite2","Annee1","Annee2"
"Ricardo Mandolini","Paris 8","Lille 3",1987,1999
"Richard Banegas","Paris, Institut d'etudes politiques","Paris 1",1998,2011
"Richard Chbeir","Lyon, INSA","Pau",2001,2016
"Richard Desgorces","Paris 2","Rennes 1",1992,2009
"Richard Dusseaux","Clermont-Ferrand 2","Versailles-St Quentin en Yvelines",1993,2008
"Richard Grisel","Rouen","Saint-Etienne",1987,1995
"Richard Kouitat-Njiwa","Vandoeuvre-les-Nancy, INPL","Universite de Lorraine",1989,2012
"Richard Laganier","Lille 1","Paris 7",1994,2009
"Richard Leeman","Paris 10","Bordeaux 3",1999,2014
"Richard Soparnot","Evry-Val d'Essonne","Paris, CNAM",2004,2014
"Richard Tholoniat","Lyon 2","Le Mans",1993,2002
"Richard Welter","Nancy 1","Strasbourg 1",1994,2008
"Rita Compatangelo-Soussignan","Besancon","Le Mans",1989,2006
"Robert Bedon","Tours","Limoges",1993,2011
"Robert Bouchard","Universite Stendhal (Grenoble)","Lyon 2",1990,2000
"Robert Chapuis","Caen","Dijon",1987,1994
"Robert Dantzer","Paris 5","Bordeaux 2",1997,1997
"Robert Gary-Bobo","Paris 1","Cergy-Pontoise",1987,1998
"Robert Kast","Aix-Marseille 3","Aix-Marseille 2",1987,2004
"Robert Lagier","Paris 10","Aix-Marseille 2",1986,1990
"Robert Meyer","Paris 6","Rouen",2011,1997
"Robert Muller","Paris 4","Nantes",1995,2004
"Robert Noumen","Paris 9","Paris 13",1992,2011
"Robert Pujade","Aix-Marseille 1","Aix-Marseille",1998,2012
"Robert Roudet","Aix-Marseille 1","Lyon 3",1989,2011
"Robert Sablayrolles","Paris 4","Toulouse 2",1987,2003
"Robert Weil","Montpellier 1","Paris 7",1992,2009
"Robert-Vincent Joule","Universite Pierre Mendes France (Grenoble)","Aix-Marseille 1",1986,1994
"Roberte Hamayon","Paris 10","Paris 7",1988,1987
"Roberto Barbanti","Paris 1","Paris 8",1993,2016
"Rochdi Merzouki","Versailles-St Quentin en Yvelines","Lille 1",2002,2012
"Rodolphe Cattin","Paris 7","Paris 11",1997,2006
"Rodolphe Garraffo","Aix-Marseille 2","Nice",1989,1988
"Roger Dupuy","Paris 1","Paris 6",1986,1989
"Roger Gil","Strasbourg","Poitiers",2015,2013
"Roger Maniere","Aix-Marseille 3","Paris 7",1987,1994
"Roger Marchal","Universite Nancy 2","Nancy 2",1985,1993
"Roger Mieusset","Paris 11","Toulouse 3",1992,2009
"Roger Pouivet","Rennes 1","Nancy 2",1992,2004
"Roger Soliva","Paris 11","Montpellier",2004,2015
"Roland Delmaire","Paris 4","Lille 3",1986,2000
"Roland Granier","Montpellier 1","Aix-Marseille 3",1996,2001
"Roland Lenain","Paris 11","Clermont-Ferrand 2",2015,2015
"Roland Peyron","Lyon 1","Lyon",1994,2017
"Roland Sabot","Chatenay-Malabry, Ecole centrale de Paris","Aix-Marseille",1996,2015
"Roland Sambuc","Dijon","Aix-Marseille 2",1986,1989
"Romain Brette","Paris 6","Paris 5",2003,2013
"Romain Couillet","Supelec","Universite Paris-Saclay (ComUE)",2010,2018
"Romain Graziani","Lyon","Lyon, Ecole normale superieure",2018,2015
"Romain Viennois","Montpellier 2","Montpellier",2002,2015
"Romdhane Karoui","Clermont-Ferrand 2","Lille 1",2004,2016
"Romdhane Karoui","Clermont-Ferrand 2","Artois",2004,2016
"Rome Voulhoux","Aix-Marseille 2","Aix-Marseille",2000,2017
"Romuald Fonkoua","Lille 3","Cergy-Pontoise",1990,2008
"Romuald Fonkoua","Lille 3","Strasbourg 2",1990,2008
"Ronald Colimon","Paris 7","Rennes 1",1985,1994
"Ronald Melki","Paris 6","Paris 11",1990,2002
"Ronan Jambou","Nice","Versailles-St Quentin en Yvelines",1989,2013
"Ronan Le Coadic","Brest","Rennes 2",1997,2018
"Ronan Quere","Montpellier 2","Bourgogne Franche-Comte",2006,2019
"Rose Goetz","Lille 3","Nancy 2",1988,1998
"Rosemary Dray-Spira","Paris 11","Paris 6",2005,2016
"Rostane Mehdi","Rennes 1","Aix-Marseille 3",1994,2005
"Rudolph Sock","Universite Stendhal (Grenoble)","Strasbourg 2",1998,2004
"Ruxandra Gref","Vandoeuvre-les-Nancy, INPL","Paris 11",1991,2010
"Saadia Kerdine-Romer","Paris 5","Paris 11",1996,2013
"Sabine Carpin","Tours","Orleans",1997,2013
"Sabine Guillaumie","Poitiers","Bordeaux",2006,2018
"Sabine Mazeaud-Leveneur","Paris 2","Paris Est",1991,2016
"Sabine Schmidt","Paris 6","Bordeaux 1",1991,2008
"Sabine Separi","Paris 1","Paris 11",1988,1998
"Sabine Simeoni-Sauvage","Toulouse, INPT","Toulouse 3",1999,2014
"Sabrina Speich","Paris 6","Brest",1992,2012
"Safwan el- Assad","Lille 1","Nantes",1987,2009
"Said Benayadi","Dijon","Metz",1993,2011
"Said Bendahhou","Rouen","Nice",1991,2011
"Said Doumane","Lille 1","Paris, INALCO",1993,2009
"Said Rohaine","Paris 2","Lille 2",1995,2007
"Said Yami","Lille 1","Montpellier 1",1999,2013
"Sakae Murakami Giroux","Paris, INALCO","Strasbourg",1988,2011
"Salah Eddine El Ayoubi","Paris 6","Universite Paris-Saclay (ComUE)",2004,2018
"Salem Chouaib","Paris 6","Paris 11",1987,1991
"Saliou Bouraima-Madjebi","Paris 11","Nouvelle Caledonie",1986,2005
"Sam Dukan","Paris 6","Lyon 1",1998,2004
"Samer Kayal","Lille 2","Paris 5",1992,2007
"Sami Ben Larbi","Aix-Marseille 3","Toulon",1994,2014
"Samim Akgonul","Universite Marc Bloch (Strasbourg)","Strasbourg",2001,2014
"Samir Aknine","Paris 9","Paris 6",2000,2014
"Samir Bajric","Paris 4","Bourgogne Franche-Comte",1996,2018
"Samir Lamouri","Paris 10","Chatenay-Malabry, Ecole centrale de Paris",2018,2014
"Samir Merabet","Aix-Marseille","Lyon",2018,2016
"Samir Messaoudi","Clermont-Ferrand 2","Universite Paris-Saclay (ComUE)",2004,2017
"Samuel Bernard","Paris 6","Montpellier",2010,2016
"Samuel Bianchini","Paris 1","Paris Sciences et Lettres",2004,2017
"Samuel Grandval","Caen","Le Havre",2000,2014
"Samuel Mercier","Paris 9","Dijon",1997,2014
"Sandoss Ben Abid-Zarrouk","Dijon","Mulhouse",2000,2015
"Sandra Charreire Petit","Paris 9","Paris 11",1995,2009
"Sandra Enlart","Toulouse 1","Paris 10",1997,2017
"Sandra Szurek","Paris 2","Paris 10",1996,2009
"Sandrine Agusta-Boularot","Aix-Marseille 1","Montpellier 3",1997,2017
"Sandrine Bourdoulous","Paris 7","Paris 5",1994,2014
"Sandrine Chassagnard-Pinet","Toulouse 1","Lille 2",2000,2012
"Sandrine Cojean","Paris 5","Universite Paris-Saclay (ComUE)",2006,2017
"Sandrine Courtin","Paris 11","Strasbourg",1999,2012
"Sandrine Dabernat","Bordeaux 2","Bordeaux",1998,2018
"Sandrine Dubouilh","Paris 8","Bordeaux 3",2004,2017
"Sandrine Faivre","Paris 6","Paris 7",2002,2011
"Sandrine Faure","Caen","Montpellier 1",2000,2014
"Sandrine Gaymard","Aix-Marseille 1","Angers",1999,2015
"Sandrine Henri","Aix-Marseille 2","Aix-Marseille",1998,2013
"Sandrine Ongeri","Paris 5","Paris 11",1998,2009
"Sandrine Sana-Chaille de Nere","Bordeaux 4","Bordeaux",2001,2016
"Sandrine Spaeter-Loehrer","Universite Louis Pasteur (Strasbourg)","Strasbourg",1996,2010
"Sandrine Wolff","Strasbourg 1","Strasbourg",1992,2019
"Sanvi Avouyi-Dovi","Paris 1","Paris 9",1993,2013
"Sarah Sanglier","Universite Louis Pasteur (Strasbourg)","Strasbourg",2002,2016
"Scarlett Beauvalet-Boutouyrie","Nancy 2","Amiens",1987,2011
"Sebastien Besteiro","Bordeaux 2","Montpellier",2002,2016
"Sebastien Briot","Rennes, INSA","Ecole centrale de Nantes",2007,2018
"Sebastien Chenais","Paris 11","Paris 13",2002,2014
"Sebastien Chevalier","Bordeaux 1","Dijon",2009,2008
"Sebastien Chevrot","Paris 7","Toulouse 3",1998,2017
"Sebastien Czernichow","Nancy 1","Paris 13",2005,2013
"Sebastien Darras","Aix-Marseille 2","Aix-Marseille",2001,2013
"Sebastien Ducruix","Chatenay-Malabry, Ecole centrale de Paris","Universite Paris-Saclay (ComUE)",1999,2016
"Sebastien Fromang","Paris 7","Paris 11",2004,2014
"Sebastien Gauthier","Bordeaux 2","Paris 7",2007,1997
"Sebastien Gauthier","Paris 6","Paris 7",2007,1997
"Sebastien Gibot","Nancy 1","Universite de Lorraine",2004,2016
"Sebastien Huet","Paris 6","Rennes 1",2006,2016
"Sebastien Jauliac","Paris 6","Paris 7",1999,2008
"Sebastien Lefebvre","Toulouse 2","Lille 1",2003,2017
"Sebastien Lefevre","Paris 10","Lorient",2013,2016
"Sebastien Liarte","Paris 9","Universite de Lorraine",2005,2015
"Sebastien Navarro","Paris 11","Paris 5",1990,2001
"Sebastien Paul","Strasbourg","Ecole centrale de Lille",2012,2017
"Sebastien Platon","Bordeaux 4","Bordeaux",2007,2015
"Sebastien Point","Lyon 3","Strasbourg",2001,2010
"Sebastien Procureur","Paris 11","Universite Paris-Saclay (ComUE)",2006,2017
"Sebastien Richeter","Universite Louis Pasteur (Strasbourg)","Montpellier",2003,2017
"Segolene Barbou Des Places","Nancy 2","Amiens",1996,2016
"Segolene Le Men","Paris 7","Paris 10",1994,2000
"Seiamak Bahram","Universite Louis Pasteur (Strasbourg)","Strasbourg",1994,2014
"Serge Amabile","Aix-Marseille 3","Aix-Marseille",1997,2013
"Serge Bahuchet","Paris 5","Paris 10",1989,1995
"Serge Baile","Montpellier 1","Toulouse 1",1985,1995
"Serge Baldy","Aix-Marseille 2","Paris 6",1987,1999
"Serge Bernard","Tours","Montpellier",1990,2017
"Serge Bismuth","Paris 1","Amiens",1996,2012
"Serge Blondel","Paris 1","Angers",1997,2009
"Serge Cassen","Paris 1","Nantes",1986,2001
"Serge Cottet","Paris 1","Paris 8",1994,1996
"Serge Evrard","Strasbourg 1","Universite Louis Pasteur (Strasbourg)",1990,1993
"Serge Frossard","Lyon 2","Lyon",1997,2018
"Serge Haddad","Paris 6","Paris 9",1987,1998
"Serge Janicot","Paris 6","Versailles-St Quentin en Yvelines",1990,2009
"Serge Luquet","Nice","Paris 7",2003,2013
"Serge Masson","Grenoble 2","Caen",1997,1999
"Serge Mora","Paris 11","Montpellier",2003,2018
"Serge Morin","Paris 4","Bordeaux 3",2010,2010
"Serge Nicolas","Paris 8","Paris 5",2007,2009
"Serge Ricard","Aix-Marseille 1","Paris 3",1990,2009
"Serge Riffard","Lyon 1","Saint-Etienne",1997,2015
"Serge Roche","Montpellier 1","Montpellier 2",1991,2012
"Serge Rolet","Paris 4","Lille 3",1995,2011
"Serge Stoleru","Paris 5","Paris 6",1989,2009
"Serge Sultan","Paris 10","Paris 5",1999,2010
"Serge Timsit","Paris 6","Montpellier 1",1994,2000
"Serge Wolikow","Paris 8","Dijon",1990,1998
"Serghei Verlan","Metz","Paris Est",2004,2015
"Serguei Alexandrov","Paris 11","Montpellier",2003,2015
"Servane Delamasure","Universite Louis Pasteur (Strasbourg)","Lyon 1",2003,2010
"Servet Ertul","Dijon","Le Mans",2001,2018
"Severine Ansart","Paris 6","Brest",2009,2019
"Sevser Sahpaz","Paris 11","Lille 2",1995,2017
"Sid-Ahmed Souiah","Pau","Paris 7",1996,2013
"Sid-Ahmed Souiah","Pau","Cergy-Pontoise",1996,2013
"Sidi Askofare","Toulouse 2","Aix-Marseille 1",2000,2009
"Sigolene Meilhac","Paris 11","Paris 6",2003,2014
"Silvia Contarini-Hak","Paris 4","Paris 10",1995,2007
"Silvy Laporte-Simitsidis","Lyon 1","Saint-Etienne",2000,2011
"Simon Chamaille-Jammes","Paris 6","Montpellier",2006,2015
"Simon Grenier","Lyon 1","Lyon, INSA",1986,2001
"Simon Nyeck","Paris 9","Paris Sciences et Lettres",1992,2018
"Simon Tillier","Paris 6","Paris, Museum national d'histoire naturelle",1985,1998
"Simona De Iulio","Universite Stendhal (Grenoble)","Lille 3",1999,2017
"Simone Bonnafous","Paris 4","Universite Paris-Est Creteil Val de Marne (UPEC)",1990,1999
"Simone Mathoulin-Pelissier","Bordeaux 2","Bordeaux",2002,2017
"Simone Mazauric","Paris 1","Nancy 2",1994,2007
"Siyan Jin","Paris 4","Artois",1992,2015
"Slim Essid","Paris 6","Universite Paris-Saclay (ComUE)",2005,2019
"Slimane Haddadj","Paris 9","Lille 1",1991,2014
"Solange Carton","Paris 5","Montpellier 3",1992,2012
"Solange Montagne-Villette","Paris 1","Universite de Poitiers. Departement de geographie",1987,2000
"Solange Montagne-Villette","Paris 1","Poitiers",1987,2000
"Solange Ory","Lyon 2","Aix-Marseille 1",1990,1989
"Solange Ory","Lyon 2","Aix-Marseille 1",1990,1991
"Sonia Branca-Rosoff","Paris 8","Aix-Marseille 1",1987,1995
"Sonia Capelli-Hillairet","Grenoble 2","Lyon",2004,2016
"Sonia Rose","Paris 3","Toulouse 2",1991,2015
"Sonny Perseil","Paris 1","Paris, CNAM",1999,2016
"Sophie Alain","Paris 11","Limoges",1995,2006
"Sophie Bailly","Paris 5","Nancy 2",1992,2009
"Sophie Bezzenine","Paris 6","Paris 11",1998,2012
"Sophie Changeur","Aix-Marseille 3","Paris 9",1999,2012
"Sophie Commereuc","Lyon 1","Clermont-Ferrand 2",1991,2003
"Sophie Cornu","Paris 4","Orleans",2002,2009
"Sophie Dulucq","Paris 7","Toulouse 2",1992,2013
"Sophie Gaudemet","Paris 2","Rouen",2004,2016
"Sophie Guermes","Paris 4","Brest",1994,2015
"Sophie Gueron","Paris 6","Paris 11",1997,2014
"Sophie Jarriault","Paris 6","Strasbourg",1998,2009
"Sophie Lecomte","Aix-Marseille 1","Paris 6",2011,2008
"Sophie Louvet-Vallee","Paris 11","Paris 6",1998,2005
"Sophie Lucet","Paris 3","Rennes 2",1993,2015
"Sophie Marret","Paris 3","Rennes 2",1990,2002
"Sophie Mercier","Universite de Marne-la-Vallee","Pau",2000,2013
"Sophie Morlaix","Dijon","Bourgogne Franche-Comte",1999,2018
"Sophie Nicklaus","Dijon","Universite Paris-Saclay (ComUE)",2004,2017
"Sophie Noel","Paris 2","Paris 11",2012,2009
"Sophie Pattingre","Paris 5","Montpellier 1",2002,2013
"Sophie Rome","Lyon 1","Lyon",1996,2016
"Sophie Thevenon","Paris 6","Montpellier",2001,2019
"Sophie-Anne Leterrier","Paris 1","Artois",1992,2012
"Sorin Olaru","Paris 11","Supelec",2005,2011
"Stany Chretien","Universite Paris-Est Creteil Val de Marne (UPEC)","Paris 11",1987,2013
"Steeve Herve Thany","Toulouse 3","Orleans",2004,2018
"Stefan Bratosin","Lille 3","Toulouse 2",2000,2010
"Stefan Catheline","Paris 7","Lyon",1998,2018
"Stephan Fichtl","Paris 1","Tours",1994,2009
"Stephan Guignard","Toulon","Aix-Marseille 1",2001,2011
"Stephane Benoist","Paris 11","Lille 3",2001,2016
"Stephane Bermon","Nice","Aix-Marseille 2",1992,2003
"Stephane Boiron","Paris 11","Universite Paris-Saclay (ComUE)",1997,2018
"Stephane Braconnier","Poitiers","Paris 2",1995,2010
"Stephane Caporal","Aix-Marseille 3","Saint-Etienne",1991,1994
"Stephane Carlotti","Montpellier 2","Bordeaux",1998,2015
"Stephane Chaudiron","Paris 7","Paris 10",1988,2008
"Stephane Chauvier","Paris 4","Sorbonne universite",1994,2019
"Stephane Chevalier","Nantes","Tours",2013,2014
"Stephane Collin","Paris 6","Paris 11",2002,2015
"Stephane Conversy","Paris 11","Toulouse 3",2000,2017
"Stephane Crepey","Palaiseau, Ecole polytechnique","Universite Paris-Saclay (ComUE)",2001,2019
"Stephane Dalle","Lyon 1","Montpellier 1",2008,2007
"Stephane Darmaisin","Paris 2","Montpellier 1",1998,2010
"Stephane Dauzere-Peres","Toulouse 3","Saint-Etienne, EMSE",1992,2008
"Stephane Durand","Bordeaux 2","Avignon",2001,2017
"Stephane Fischler","Paris 6","Paris 11",2003,2014
"Stephane Germain","Paris 11","Paris 6",2014,2012
"Stephane Gibaud","Paris 5","Nancy 1",1995,2010
"Stephane Guerard","Paris 2","Lille 2",1997,2018
"Stephane Guillot","Paris 13","Lyon 1",1995,2006
"Stephane Haber","Besancon","Paris 10",1996,2009
"Stephane Haik","Paris 11","Paris 6",2003,2011
"Stephane Hatem","Toulouse 3","Paris 7",1990,2003
"Stephane Jay","Chatenay-Malabry, Ecole centrale de Paris","Universite Paris-Saclay (ComUE)",2003,2017
"Stephane Jouannic","Paris 11","Montpellier",1999,2019
"Stephane Lallich","Saint-Etienne","Lyon 2",1989,2009
"Stephane Laurent","Paris 6","Paris 5",2006,2010
"Stephane Lavigne","Paris 2","Paris 11",1987,2000
"Stephane Lemaire","Paris 4","Paris 11",2003,2010
"Stephane Maag","Evry-Val d'Essonne","Evry, Institut national des telecommunications",2002,2014
"Stephane Maingot","Paris 11","Le Havre",1985,2010
"Stephane Manson","Paris 2","Versailles-St Quentin en Yvelines",1995,2013
"Stephane Martin","Aix-Marseille 1","Nice",2011,2015
"Stephane Mathis","Limoges","Universite Paris-Saclay (ComUE)",2014,2016
"Stephane Milhaud","Paris 1","Paris 3",2013,1999
"Stephane Monteil","Clermont-Ferrand 2","Clermont Auvergne",1996,2018
"Stephane Morel","Paris, ENMP","Bordeaux 1",2014,2013
"Stephane Multon","Universite de Marne-la-Vallee","Toulouse 3",2003,2017
"Stephane Noselli","Toulouse 3","Nice",1992,2006
"Stephane Onnee","Universite Pierre Mendes France (Grenoble)","Orleans",1998,2011
"Stephane Panserat","Paris 7","Bordeaux 1",1995,2010
"Stephane Paul","Universite Louis Pasteur (Strasbourg)","Saint-Etienne",2001,2015
"Stephane Peigne","Poitiers","Paris 7",2000,2013
"Stephane Perrey","Besancon","Montpellier 1",2000,2008
"Stephane Perries","Lyon 1","Lyon",1999,2016
"Stephane Pinon","Toulouse 3","La Rochelle",2012,2014
"Stephane Ratti","Besancon","Bourgogne Franche-Comte",1994,2018
"Stephane Robert","Saint-Etienne","Paris, INALCO",2003,2009
"Stephane Robin","Universite Pierre Mendes France (Grenoble)","Lyon 2",2002,2011
"Stephane Rossignol","Paris 6","Paris 8",2000,2013
"Stephane Roux","Paris 2","Lyon, Ecole normale superieure",2011,2010
"Stephane Saussier","Paris 1","Nancy 2",1997,2007
"Stephane Seuret","Palaiseau, Ecole polytechnique","Paris Est",2003,2013
"Stephane Sire","Toulouse 1","Brest",2000,2016
"Stephane Thibierge","Paris 13","Poitiers",1997,2007
"Stephane Verger","Paris 11","Paris Sciences et Lettres",2014,2018
"Stephane Vialle","Paris 11","Nancy 1",1996,2011
"Stephane Vincent","Nice","Lyon",2008,2016
"Stephane Zaffran","Aix-Marseille 2","Aix-Marseille",1997,2015
"Stephanie Beauceron","Paris 6","Lyon 1",2004,2015
"Stephanie Dameron","Paris 9","Paris Sciences et Lettres",2000,2016
"Stephanie Gentile","Aix-Marseille 2","Aix-Marseille",2004,2014
"Stephanie Marsin","Paris 11","Paris 6",1998,2015
"Stephanie Simon","Paris 7","Paris 11",2007,2014
"Stephen Bouquin","Paris 8","Evry-Val d'Essonne",1999,2012
"Suzanne Larnaudie","Paris 4","Pau",1986,1997
"Suzanne Liandrat-Guigues","Paris 3","Lille 3",1993,2008
"Suzanne Pontier","Rennes 1","Paris 12",1986,2007
"Sylvain Baillet","Paris 11","Paris 6",1998,2009
"Sylvain Briens","Paris 4","Sorbonne universite",2003,2018
"Sylvain Caillol","Bordeaux 1","Montpellier, Ecole nationale superieure de chimie",2002,2015
"Sylvain Deville","Lyon, INSA","Montpellier, Ecole nationale superieure de chimie",2004,2018
"Sylvain Gandon","Paris 6","Montpellier 2",2000,2010
"Sylvain Ladame","Toulouse 3","Strasbourg",2001,2009
"Sylvain Lenfle","Universite de Marne-la-Vallee","Universite Paris-Saclay (ComUE)",2001,2017
"Sylvain Loric","Paris 5","Paris Est",1989,2010
"Sylvain Richard","Tours","Montpellier 2",1985,2000
"Sylvain Rubenthaler","Paris 6","Nice",2002,2016
"Sylvain Tisserant","Paris 7","Aix-Marseille 2",1987,1998
"Sylvaine Turck-Chieze","Paris 11","Paris 7",1985,1994
"Sylviane Toporkoff","Paris 1","Paris 8",1986,1999
"Sylvianne Remi-Giraud","Amiens","Lyon 2",1999,2007
"Sylvie Andre","Universite Louis Pasteur (Strasbourg)","Paris 3",1992,2009
"Sylvie Andre","Nancy 1","Paris 3",1992,2009
"Sylvie Avignon","Aix-Marseille 3","Aix-Marseille",1991,2013
"Sylvie Begu Soulie","Montpellier 1","Montpellier 2",1997,2010
"Sylvie Bouissou","Paris 4","Tours",1986,2013
"Sylvie Brunel","Bordeaux 1","Paris 4",1991,2011
"Sylvie Camet","Paris 3","Universite de Lorraine",1995,2017
"Sylvie Ciabrini","Paris 5","Paris Est",1994,2013
"Sylvie Cimamonti","Aix-Marseille 3","Aix-Marseille",1990,2015
"Sylvie Corteel","Paris 11","Paris 7",2000,2014
"Sylvie Crauste-Manciet","Paris 5","Bordeaux",1993,2018
"Sylvie Crogiez-Petrequin","Paris 4","Tours",1993,2015
"Sylvie Dallet","Paris 10","Versailles-St Quentin en Yvelines",1987,2015
"Sylvie Demignot","Compiegne","Paris 6",1986,2006
"Sylvie Demurger","Paris 1","Lyon, Ecole normale superieure",1997,2015
"Sylvie Derenne","Paris 6","Paris 7",1988,2000
"Sylvie Derien","Paris 11","Rennes 1",1991,2010
"Sylvie Despres","Paris 6","Paris 5",1988,2007
"Sylvie Faucheux","Paris 1","Versailles-St Quentin en Yvelines",1990,2000
"Sylvie Ferrari","Paris 5","Bordeaux 2",1992,1998
"Sylvie Ferrari","Toulouse 1","Bordeaux 2",1992,1998
"Sylvie Franchet d'Esperey","Paris 4","Bordeaux 3",1996,2006
"Sylvie Guillaume","Nancy 1","Bordeaux 3",1988,1994
"Sylvie Hermouet","Paris 11","Paris 7",1992,1997
"Sylvie Joussaume","Paris 6","Chatenay-Malabry, Ecole centrale de Paris",1989,1996
"Sylvie Kerouedan","Brest","Ecole nationale superieure Mines-Telecom Atlantique Bretagne Pays de la Loire",1998,2017
"Sylvie Lacombe","Paris 5","Pau",1994,1999
"Sylvie Lambert","Paris 4","Paris, Ecole normale superieure",2012,2015
"Sylvie Laurent","Paris 4","Tours",2007,2010
"Sylvie Lautru","Paris 11","Universite Paris-Saclay (ComUE)",2002,2019
"Sylvie Lecarpentier-Moyal","Paris 10","Rennes 1",1993,2016
"Sylvie Lefevre","Paris 4","Sorbonne universite",1996,2018
"Sylvie Leroy","Paris 5","Paris 6",1997,2013
"Sylvie Llosa","Aix-Marseille 3","Aix-Marseille",1996,2012
"Sylvie Mellet","Paris 4","Nice",1987,2003
"Sylvie Michel","Bordeaux 4","Paris 5",2011,2011
"Sylvie Parizet","Paris 4","Paris 10",1997,2010
"Sylvie Perelle","Paris 11","Paris Est",1996,2017
"Sylvie Ricard-Blum","Lyon 1","Lyon",1986,2018
"Sylvie Thieblemont-Dollet","Nancy 2","Universite de Lorraine",1986,2012
"Sylvie Vancassel","Universite de Tours. UFR de medecine","Paris 11",1996,2009
"Syoum Negassi","Dijon","Paris 1",1988,2008
"Tahar Amari","Paris 6","Palaiseau, Ecole polytechnique",1988,2011
"Takis Kontos","Paris 11","Paris 6",2002,2009
"Tam Mignot","Paris 7","Aix-Marseille 2",2002,2011
"Taoufik Bourgou","Lyon 3","Lyon",1997,2016
"Taoufik Rajhi","Paris 1","Orleans",1993,2008
"Tarak Driss","Paris 6","Paris 10",1999,2012
"Tarek Raissi","Paris 12","Paris, CNAM",2004,2018
"Thanh-Van Ton-That","Paris 4","Pau",1996,2011
"Theophile Ohlmann","Paris 8","Universite Pierre Mendes France (Grenoble)",1988,1989
"Theophile Ohlmann","Paris 8","Universite Pierre Mendes France (Grenoble)",1988,1987
"Thi Anh-Dao Tran","Paris 13","Rouen",1996,2010
"Thibaud Decaens","Paris 6","Rouen",1999,2012
